JPM,,,GS,,,MS,,,C,,,BAC,,,WFC,
Date:,Stock Price:,,Date:,Stock Price:,,Date:,Stock Price:,,Date:,Stock Price:,,Date:,Stock Price:,,Date:,Stock Price:
10/12/2016,68.13,,10/12/2016,169.3,,10/12/2016,31.91,,10/12/2016,48.7,,10/12/2016,16.03,,10/12/2016,45.32
10/13/2016,67.74,,10/13/2016,167.42,,10/13/2016,31.73,,10/13/2016,48.47,,10/13/2016,15.83,,10/13/2016,44.75
10/14/2016,67.52,,10/14/2016,170.52,,10/14/2016,32.07,,10/14/2016,48.61,,10/14/2016,16,,10/14/2016,44.71
10/17/2016,67.17,,10/17/2016,169,,10/17/2016,31.79,,10/17/2016,48.6,,10/17/2016,16.05,,10/17/2016,44.5
10/18/2016,67.7,,10/18/2016,172.63,,10/18/2016,32.32,,10/18/2016,48.99,,10/18/2016,16.26,,10/18/2016,44.95
10/19/2016,68.35,,10/19/2016,174.51,,10/19/2016,32.93,,10/19/2016,49.48,,10/19/2016,16.47,,10/19/2016,45.26
10/20/2016,68.26,,10/20/2016,174.51,,10/20/2016,32.9,,10/20/2016,49.58,,10/20/2016,16.56,,10/20/2016,44.93
10/21/2016,68.49,,10/21/2016,174.67,,10/21/2016,33.44,,10/21/2016,49.57,,10/21/2016,16.67,,10/21/2016,45.09
10/24/2016,68.87,,10/24/2016,175.12,,10/24/2016,33.38,,10/24/2016,49.58,,10/24/2016,16.77,,10/24/2016,45.52
10/25/2016,68.8,,10/25/2016,175.55,,10/25/2016,33.35,,10/25/2016,49.59,,10/25/2016,16.72,,10/25/2016,45.72
10/26/2016,69.13,,10/26/2016,177.07,,10/26/2016,33.59,,10/26/2016,50.01,,10/26/2016,16.87,,10/26/2016,46.15
10/27/2016,69.23,,10/27/2016,177.75,,10/27/2016,33.82,,10/27/2016,49.93,,10/27/2016,16.91,,10/27/2016,46.41
10/28/2016,69.11,,10/28/2016,177.14,,10/28/2016,33.52,,10/28/2016,49.56,,10/28/2016,16.68,,10/28/2016,46.23
10/31/2016,69.26,,10/31/2016,178.24,,10/31/2016,33.57,,10/31/2016,49.15,,10/31/2016,16.5,,10/31/2016,46.01
11/01/2016,68.97,,11/01/2016,178.06,,11/01/2016,33.36,,11/01/2016,48.94,,11/01/2016,16.61,,11/01/2016,45.99
11/02/2016,68.68,,11/02/2016,176.58,,11/02/2016,32.92,,11/02/2016,48.54,,11/02/2016,16.48,,11/02/2016,45.24
11/03/2016,68.38,,11/03/2016,176.21,,11/03/2016,32.81,,11/03/2016,48.19,,11/03/2016,16.48,,11/03/2016,45.34
11/04/2016,67.76,,11/04/2016,175.92,,11/04/2016,32.78,,11/04/2016,48.17,,11/04/2016,16.55,,11/04/2016,44.6
11/07/2016,69.88,,11/07/2016,181.48,,11/07/2016,34,,11/07/2016,49.82,,11/07/2016,17.01,,11/07/2016,45.4
11/08/2016,70.03,,11/08/2016,181.92,,11/08/2016,34.1,,11/08/2016,49.91,,11/08/2016,17,,11/08/2016,45.54
11/09/2016,73.25,,11/09/2016,192.63,,11/09/2016,36.52,,11/09/2016,51.59,,11/09/2016,17.97,,11/09/2016,47.99
11/10/2016,76.65,,11/10/2016,200.87,,11/10/2016,38.02,,11/10/2016,53.61,,11/10/2016,18.76,,11/10/2016,51.63
11/11/2016,76.69,,11/11/2016,203.94,,11/11/2016,38.49,,11/11/2016,52.83,,11/11/2016,19.02,,11/11/2016,51.73
11/14/2016,79.51,,11/14/2016,209.18,,11/14/2016,39.35,,11/14/2016,54.68,,11/14/2016,20.08,,11/14/2016,53.22
11/15/2016,79.36,,11/15/2016,211.19,,11/15/2016,40,,11/15/2016,55.45,,11/15/2016,20.16,,11/15/2016,52.59
11/16/2016,77.4,,11/16/2016,206.26,,11/16/2016,39.19,,11/16/2016,54.63,,11/16/2016,19.75,,11/16/2016,51.68
11/17/2016,78.02,,11/17/2016,209.63,,11/17/2016,39.97,,11/17/2016,55.45,,11/17/2016,20.08,,11/17/2016,52.49
11/18/2016,77.71,,11/18/2016,210.35,,11/18/2016,40.43,,11/18/2016,55.46,,11/18/2016,20,,11/18/2016,52.82
11/21/2016,78.05,,11/21/2016,211.08,,11/21/2016,40.56,,11/21/2016,55.54,,11/21/2016,20.33,,11/21/2016,52.12
11/22/2016,78.53,,11/22/2016,211.11,,11/22/2016,40.54,,11/22/2016,56.1,,11/22/2016,20.3,,11/22/2016,52.22
11/23/2016,78.86,,11/23/2016,212.31,,11/23/2016,41.04,,11/23/2016,56.69,,11/23/2016,20.56,,11/23/2016,52.16
11/25/2016,78.83,,11/25/2016,211.38,,11/25/2016,41.1,,11/25/2016,56.78,,11/25/2016,20.86,,11/25/2016,52.62
11/28/2016,78.32,,11/28/2016,210.35,,11/28/2016,40.44,,11/28/2016,55.47,,11/28/2016,20.3,,11/28/2016,51.58
11/29/2016,78.92,,11/29/2016,211.75,,11/29/2016,40.6,,11/29/2016,55.52,,11/29/2016,20.29,,11/29/2016,51.86
11/30/2016,80.17,,11/30/2016,219.29,,11/30/2016,41.36,,11/30/2016,56.39,,11/30/2016,21.12,,11/30/2016,52.92
12/01/2016,81.79,,12/01/2016,226.63,,12/01/2016,42.16,,12/01/2016,57.27,,12/01/2016,21.5,,12/01/2016,54.34
12/02/2016,81.6,,12/02/2016,223.36,,12/02/2016,41.83,,12/02/2016,56.02,,12/02/2016,21.23,,12/02/2016,53.58
12/05/2016,83.26,,12/05/2016,228.55,,12/05/2016,42.09,,12/05/2016,57.28,,12/05/2016,21.84,,12/05/2016,54.35
12/06/2016,83.69,,12/06/2016,231.38,,12/06/2016,42.51,,12/06/2016,57.92,,12/06/2016,22.16,,12/06/2016,55.55
12/07/2016,84.07,,12/07/2016,235.56,,12/07/2016,42.64,,12/07/2016,59.06,,12/07/2016,22.57,,12/07/2016,57.28
12/08/2016,85.12,,12/08/2016,241.45,,12/08/2016,43.58,,12/08/2016,60.15,,12/08/2016,22.95,,12/08/2016,57.29
12/09/2016,85.49,,12/09/2016,241.85,,12/09/2016,43.73,,12/09/2016,60.04,,12/09/2016,23.09,,12/09/2016,57.14
12/12/2016,84.73,,12/12/2016,237.17,,12/12/2016,42.98,,12/12/2016,59.55,,12/12/2016,22.61,,12/12/2016,55.78
12/13/2016,84.76,,12/13/2016,238.55,,12/13/2016,42.56,,12/13/2016,59.79,,12/13/2016,22.61,,12/13/2016,55.84
12/14/2016,84.73,,12/14/2016,239.93,,12/14/2016,42.86,,12/14/2016,59.45,,12/14/2016,22.67,,12/14/2016,54.7
12/15/2016,86,,12/15/2016,243,,12/15/2016,43.01,,12/15/2016,60.23,,12/15/2016,23.16,,12/15/2016,55.19
12/16/2016,84.94,,12/16/2016,238.9,,12/16/2016,42.71,,12/16/2016,59.75,,12/16/2016,22.66,,12/16/2016,55.34
12/19/2016,85.43,,12/19/2016,239.07,,12/19/2016,42.83,,12/19/2016,59.66,,12/19/2016,22.48,,12/19/2016,55.22
12/20/2016,86.53,,12/20/2016,243.09,,12/20/2016,43.5,,12/20/2016,60.8,,12/20/2016,22.71,,12/20/2016,56.1
12/21/2016,86.75,,12/21/2016,241.44,,12/21/2016,43.37,,12/21/2016,60.75,,12/21/2016,22.63,,12/21/2016,55.71
12/22/2016,86.89,,12/22/2016,240.12,,12/22/2016,42.79,,12/22/2016,60.49,,12/22/2016,22.54,,12/22/2016,55.75
12/23/2016,87.05,,12/23/2016,240.97,,12/23/2016,43.06,,12/23/2016,60.99,,12/23/2016,22.6,,12/23/2016,55.96
12/27/2016,87.13,,12/27/2016,241.56,,12/27/2016,43.12,,12/27/2016,61.09,,12/27/2016,22.61,,12/27/2016,55.95
12/28/2016,86.5,,12/28/2016,240.65,,12/28/2016,42.62,,12/28/2016,60.04,,12/28/2016,22.33,,12/28/2016,55.32
12/29/2016,85.89,,12/29/2016,238.18,,12/29/2016,42.15,,12/29/2016,59.38,,12/29/2016,22,,12/29/2016,54.84
12/30/2016,86.29,,12/30/2016,239.45,,12/30/2016,42.25,,12/30/2016,59.43,,12/30/2016,22.1,,12/30/2016,55.11
01/03/2017,87.23,,01/03/2017,241.57,,01/03/2017,43.05,,01/03/2017,60.59,,01/03/2017,22.53,,01/03/2017,56
01/04/2017,86.91,,01/04/2017,243.13,,01/04/2017,43.62,,01/04/2017,61.41,,01/04/2017,22.95,,01/04/2017,56.05
01/05/2017,86.11,,01/05/2017,241.32,,01/05/2017,43.22,,01/05/2017,60.34,,01/05/2017,22.68,,01/05/2017,55.18
01/06/2017,86.12,,01/06/2017,244.9,,01/06/2017,43.85,,01/06/2017,60.55,,01/06/2017,22.68,,01/06/2017,55.04
01/09/2017,86.18,,01/09/2017,242.89,,01/09/2017,42.71,,01/09/2017,60.22,,01/09/2017,22.55,,01/09/2017,54.24
01/10/2017,86.43,,01/10/2017,242.57,,01/10/2017,43.06,,01/10/2017,60.23,,01/10/2017,22.94,,01/10/2017,54.62
01/11/2017,87.08,,01/11/2017,245.76,,01/11/2017,43.67,,01/11/2017,59.96,,01/11/2017,23.07,,01/11/2017,54.8
01/12/2017,86.24,,01/12/2017,243.84,,01/12/2017,43.63,,01/12/2017,59.23,,01/12/2017,22.92,,01/12/2017,54.5
1/13/2017,86.7,,1/13/2017,244.3,,1/13/2017,43.81,,1/13/2017,59.63,,1/13/2017,23.01,,1/13/2017,55.31
1/17/2017,83.55,,1/17/2017,235.74,,1/17/2017,42.15,,1/17/2017,58.38,,1/17/2017,22.05,,1/17/2017,53.78
1/18/2017,83.94,,1/18/2017,234.29,,1/18/2017,42.86,,1/18/2017,57.39,,1/18/2017,22.63,,1/18/2017,54.27
1/19/2017,83.3,,1/19/2017,231.41,,1/19/2017,42.45,,1/19/2017,56.66,,1/19/2017,22.53,,1/19/2017,54.58
1/20/2017,83.67,,1/20/2017,232.2,,1/20/2017,42.59,,1/20/2017,56.11,,1/20/2017,22.64,,1/20/2017,55.07
1/23/2017,83.71,,1/23/2017,232.67,,1/23/2017,41.96,,1/23/2017,55.68,,1/23/2017,22.56,,1/23/2017,54.25
1/24/2017,84.72,,1/24/2017,233.68,,1/24/2017,42.73,,1/24/2017,56.74,,1/24/2017,22.95,,1/24/2017,54.7
1/25/2017,86.03,,1/25/2017,237.25,,1/25/2017,43.86,,1/25/2017,57.69,,1/25/2017,23.37,,1/25/2017,56.62
1/26/2017,86.75,,1/26/2017,239.58,,1/26/2017,44.02,,1/26/2017,57.36,,1/26/2017,23.44,,1/26/2017,57.18
1/27/2017,86.93,,1/27/2017,236.95,,1/27/2017,43.65,,1/27/2017,57.11,,1/27/2017,23.36,,1/27/2017,56.59
1/30/2017,86.03,,1/30/2017,233.9,,1/30/2017,43.12,,1/30/2017,56.61,,1/30/2017,22.95,,1/30/2017,56.08
1/31/2017,84.63,,1/31/2017,229.32,,1/31/2017,42.49,,1/31/2017,55.83,,1/31/2017,22.64,,1/31/2017,56.33
02/01/2017,84.95,,02/01/2017,230.67,,02/01/2017,42.7,,02/01/2017,56.05,,02/01/2017,22.89,,02/01/2017,55.91
02/02/2017,84.59,,02/02/2017,230.41,,02/02/2017,42.13,,02/02/2017,55.98,,02/02/2017,22.72,,02/02/2017,55.75
02/03/2017,87.18,,02/03/2017,240.95,,02/03/2017,44.43,,02/03/2017,57.76,,02/03/2017,23.29,,02/03/2017,57.27
02/06/2017,86.77,,02/06/2017,239.98,,02/06/2017,44.63,,02/06/2017,57.64,,02/06/2017,23.12,,02/06/2017,56.55
02/07/2017,86.72,,02/07/2017,239.62,,02/07/2017,44.87,,02/07/2017,57.19,,02/07/2017,22.9,,02/07/2017,56.34
02/08/2017,85.96,,02/08/2017,237.73,,02/08/2017,43.91,,02/08/2017,56.32,,02/08/2017,22.67,,02/08/2017,55.63
02/09/2017,87.2,,02/09/2017,241.55,,02/09/2017,44.85,,02/09/2017,57.26,,02/09/2017,23.12,,02/09/2017,56.73
02/10/2017,87,,02/10/2017,242.72,,02/10/2017,44.7,,02/10/2017,57.63,,02/10/2017,23.08,,02/10/2017,56.86
2/13/2017,88.15,,2/13/2017,246.27,,2/13/2017,45.26,,2/13/2017,58.95,,2/13/2017,23.4,,2/13/2017,57.08
2/14/2017,89.56,,2/14/2017,249.46,,2/14/2017,46.04,,2/14/2017,59.83,,2/14/2017,24.06,,2/14/2017,57.98
2/15/2017,90.59,,2/15/2017,250.54,,2/15/2017,46.49,,2/15/2017,60.5,,2/15/2017,24.58,,2/15/2017,58.55
2/16/2017,90.53,,2/16/2017,249.44,,2/16/2017,46.11,,2/16/2017,60.38,,2/16/2017,24.58,,2/16/2017,58.12
2/17/2017,90.23,,2/17/2017,250.38,,2/17/2017,46.15,,2/17/2017,60.17,,2/17/2017,24.52,,2/17/2017,58.09
2/21/2017,91.01,,2/21/2017,251.76,,2/21/2017,46.56,,2/21/2017,60.55,,2/21/2017,24.78,,2/21/2017,58.25
2/22/2017,91.06,,2/22/2017,251.73,,2/22/2017,46.52,,2/22/2017,60.62,,2/22/2017,24.79,,2/22/2017,58.36
2/23/2017,91.13,,2/23/2017,251.19,,2/23/2017,46.58,,2/23/2017,60.62,,2/23/2017,24.58,,2/23/2017,58.49
2/24/2017,90.33,,2/24/2017,247.35,,2/24/2017,45.53,,2/24/2017,59.56,,2/24/2017,24.23,,2/24/2017,57.81
2/27/2017,90.43,,2/27/2017,249.33,,2/27/2017,45.84,,2/27/2017,60.02,,2/27/2017,24.57,,2/27/2017,58.06
2/28/2017,90.62,,2/28/2017,248.06,,2/28/2017,45.67,,2/28/2017,59.81,,2/28/2017,24.68,,2/28/2017,57.88
03/01/2017,93.6,,03/01/2017,252.71,,03/01/2017,46.81,,03/01/2017,61.54,,03/01/2017,25.5,,03/01/2017,59.73
03/02/2017,92.14,,03/02/2017,251.06,,03/02/2017,46.28,,03/02/2017,60.63,,03/02/2017,25.23,,03/02/2017,58.71
03/03/2017,92.8,,03/03/2017,252.89,,03/03/2017,46.83,,03/03/2017,61,,03/03/2017,25.44,,03/03/2017,58.89
03/06/2017,91.92,,03/06/2017,252.01,,03/06/2017,46.57,,03/06/2017,60.28,,03/06/2017,25.25,,03/06/2017,58.61
03/07/2017,91.41,,03/07/2017,250.9,,03/07/2017,46.33,,03/07/2017,60.5,,03/07/2017,25.21,,03/07/2017,58.3
03/08/2017,91.21,,03/08/2017,250.24,,03/08/2017,46.39,,03/08/2017,61.11,,03/08/2017,25.26,,03/08/2017,58.21
03/09/2017,91.57,,03/09/2017,250.18,,03/09/2017,46.68,,03/09/2017,61.55,,03/09/2017,25.35,,03/09/2017,58.7
03/10/2017,91.28,,03/10/2017,248.38,,03/10/2017,46.49,,03/10/2017,61.49,,03/10/2017,25.31,,03/10/2017,58.85
3/13/2017,91.36,,3/13/2017,248.16,,3/13/2017,46.26,,3/13/2017,61.53,,3/13/2017,25.3,,3/13/2017,58.7
3/14/2017,91.51,,3/14/2017,247.72,,3/14/2017,46.19,,3/14/2017,61.44,,3/14/2017,25.32,,3/14/2017,58.76
3/15/2017,91.73,,3/15/2017,246.78,,3/15/2017,45.85,,3/15/2017,60.84,,3/15/2017,25.18,,3/15/2017,58.71
3/16/2017,91.64,,3/16/2017,248.22,,3/16/2017,46.33,,3/16/2017,61.15,,3/16/2017,25.22,,3/16/2017,59.32
3/17/2017,90.68,,3/17/2017,243.94,,3/17/2017,45.02,,3/17/2017,60.37,,3/17/2017,24.86,,3/17/2017,58.67
3/20/2017,90.03,,3/20/2017,242.14,,3/20/2017,44.59,,3/20/2017,59.59,,3/20/2017,24.44,,3/20/2017,57.63
3/21/2017,87.39,,3/21/2017,233,,3/21/2017,42.66,,3/21/2017,58.04,,3/21/2017,23.02,,3/21/2017,55.85
3/22/2017,87.53,,3/22/2017,231.07,,3/22/2017,42.21,,3/22/2017,57.77,,3/22/2017,22.94,,3/22/2017,55.33
3/23/2017,87.39,,3/23/2017,231.9,,3/23/2017,42.59,,3/23/2017,58.05,,3/23/2017,23.07,,3/23/2017,55.25
3/24/2017,87.29,,3/24/2017,228.41,,3/24/2017,42.46,,3/24/2017,58.07,,3/24/2017,23.12,,3/24/2017,55.83
3/27/2017,87.24,,3/27/2017,225.48,,3/27/2017,41.58,,3/27/2017,58.33,,3/27/2017,23.03,,3/27/2017,55.39
3/28/2017,88.6,,3/28/2017,229.33,,3/28/2017,42.49,,3/28/2017,59.42,,3/28/2017,23.48,,3/28/2017,55.96
3/29/2017,88.27,,3/29/2017,228.45,,3/29/2017,42.8,,3/29/2017,59.39,,3/29/2017,23.35,,3/29/2017,55.67
3/30/2017,89.03,,3/30/2017,231.22,,3/30/2017,43.43,,3/30/2017,60.51,,3/30/2017,23.87,,3/30/2017,56.24
3/31/2017,87.84,,3/31/2017,229.72,,3/31/2017,42.84,,3/31/2017,59.82,,3/31/2017,23.59,,3/31/2017,55.66
04/03/2017,87.52,,04/03/2017,228.96,,04/03/2017,42.71,,04/03/2017,59.68,,04/03/2017,23.59,,04/03/2017,55.49
04/04/2017,87.31,,04/04/2017,229.26,,04/04/2017,42.51,,04/04/2017,59.68,,04/04/2017,23.44,,04/04/2017,55.2
04/05/2017,86.19,,04/05/2017,227.66,,04/05/2017,41.74,,04/05/2017,59.59,,04/05/2017,23.17,,04/05/2017,54.98
04/06/2017,86.48,,04/06/2017,228.64,,04/06/2017,42.09,,04/06/2017,59.89,,04/06/2017,23.26,,04/06/2017,55.37
04/07/2017,86.18,,04/07/2017,227.88,,04/07/2017,41.95,,04/07/2017,59.43,,04/07/2017,23.16,,04/07/2017,54.84
04/10/2017,85.88,,04/10/2017,228.89,,04/10/2017,41.91,,04/10/2017,59.28,,04/10/2017,23.02,,04/10/2017,54.54
04/11/2017,85.73,,04/11/2017,227.74,,04/11/2017,41.58,,04/11/2017,59.03,,04/11/2017,22.92,,04/11/2017,54.16
04/12/2017,85.4,,04/12/2017,225.75,,04/12/2017,41.07,,04/12/2017,58.51,,04/12/2017,22.65,,04/12/2017,53.12
4/13/2017,84.4,,4/13/2017,223.32,,4/13/2017,40.69,,4/13/2017,58.04,,4/13/2017,22.34,,4/13/2017,51.35
4/17/2017,85.86,,4/17/2017,226.26,,4/17/2017,41.49,,4/17/2017,58.99,,4/17/2017,22.81,,4/17/2017,52.72
4/18/2017,85.16,,4/18/2017,215.59,,4/18/2017,41.21,,4/18/2017,58.42,,4/18/2017,22.71,,4/18/2017,52.45
4/19/2017,84.46,,4/19/2017,214.09,,4/19/2017,42.04,,4/19/2017,57.73,,4/19/2017,22.74,,4/19/2017,52.15
4/20/2017,85.55,,4/20/2017,218.06,,4/20/2017,42.5,,4/20/2017,58.41,,4/20/2017,23.07,,4/20/2017,53.5
4/21/2017,84.52,,4/21/2017,216.86,,4/21/2017,41.8,,4/21/2017,57.72,,4/21/2017,22.71,,4/21/2017,53
4/24/2017,87.5,,4/24/2017,223.22,,4/24/2017,43.56,,4/24/2017,59.44,,4/24/2017,23.63,,4/24/2017,53.65
4/25/2017,88.26,,4/25/2017,226.63,,4/25/2017,44.27,,4/25/2017,60.21,,4/25/2017,23.98,,4/25/2017,54.56
4/26/2017,88.43,,4/26/2017,226.2,,4/26/2017,44.37,,4/26/2017,60.1,,4/26/2017,23.89,,4/26/2017,54.54
4/27/2017,87.61,,4/27/2017,225.81,,4/27/2017,43.54,,4/27/2017,59.39,,4/27/2017,23.65,,4/27/2017,54.44
4/28/2017,87,,4/28/2017,223.8,,4/28/2017,43.37,,4/28/2017,59.12,,4/28/2017,23.34,,4/28/2017,53.84
05/01/2017,87.06,,05/01/2017,224.85,,05/01/2017,43.74,,05/01/2017,59.46,,05/01/2017,23.61,,05/01/2017,54.46
05/02/2017,86.5,,05/02/2017,225.12,,05/02/2017,43.35,,05/02/2017,59.71,,05/02/2017,23.53,,05/02/2017,54.54
05/03/2017,87,,05/03/2017,226.31,,05/03/2017,43.48,,05/03/2017,60.24,,05/03/2017,23.77,,05/03/2017,54.85
05/04/2017,87.1,,05/04/2017,226.59,,05/04/2017,43.28,,05/04/2017,60.21,,05/04/2017,23.85,,05/04/2017,55.18
05/05/2017,87,,05/05/2017,226.87,,05/05/2017,43.08,,05/05/2017,60.24,,05/05/2017,23.74,,05/05/2017,55.11
05/08/2017,87.1,,05/08/2017,225.03,,05/08/2017,43.02,,05/08/2017,60.5,,05/08/2017,23.96,,05/08/2017,55.04
05/09/2017,86.75,,05/09/2017,223.76,,05/09/2017,42.83,,05/09/2017,60.23,,05/09/2017,23.98,,05/09/2017,54.68
05/10/2017,87.43,,05/10/2017,224.88,,05/10/2017,43.1,,05/10/2017,60.37,,05/10/2017,24.15,,05/10/2017,54.72
05/11/2017,87.16,,05/11/2017,224.76,,05/11/2017,42.87,,05/11/2017,60.7,,05/11/2017,24.07,,05/11/2017,53.74
05/12/2017,86.92,,05/12/2017,222.82,,05/12/2017,42.73,,05/12/2017,61.07,,05/12/2017,24,,05/12/2017,53.02
5/15/2017,87.34,,5/15/2017,225.12,,5/15/2017,43.43,,5/15/2017,61.42,,5/15/2017,24.06,,5/15/2017,53.32
5/16/2017,87.61,,5/16/2017,225.6,,5/16/2017,43.38,,5/16/2017,62.49,,5/16/2017,23.99,,5/16/2017,53.26
5/17/2017,84.27,,5/17/2017,213.72,,5/17/2017,40.97,,5/17/2017,59.98,,5/17/2017,22.57,,5/17/2017,52.24
5/18/2017,83.96,,5/18/2017,215.16,,5/18/2017,41.31,,5/18/2017,60.08,,5/18/2017,22.74,,5/18/2017,52.38
5/19/2017,84.78,,5/19/2017,215.39,,5/19/2017,41.8,,5/19/2017,61.1,,5/19/2017,23.05,,5/19/2017,53.06
5/22/2017,84.7,,5/22/2017,216.02,,5/22/2017,41.66,,5/22/2017,61.06,,5/22/2017,23.04,,5/22/2017,53.01
5/23/2017,85.76,,5/23/2017,219.64,,5/23/2017,42.42,,5/23/2017,61.71,,5/23/2017,23.39,,5/23/2017,53.39
5/24/2017,85.71,,5/24/2017,223.83,,5/24/2017,42.63,,5/24/2017,62.27,,5/24/2017,23.36,,5/24/2017,53.09
5/25/2017,85.35,,5/25/2017,222.47,,5/25/2017,42.63,,5/25/2017,61.95,,5/25/2017,23.25,,5/25/2017,52.78
5/26/2017,85.36,,5/26/2017,223.53,,5/26/2017,42.84,,5/26/2017,62.07,,5/26/2017,23.24,,5/26/2017,52.41
5/30/2017,83.9,,5/30/2017,218.42,,5/30/2017,42.28,,5/30/2017,61.64,,5/30/2017,22.91,,5/30/2017,52.16
5/31/2017,82.15,,5/31/2017,211.26,,5/31/2017,41.74,,5/31/2017,60.54,,5/31/2017,22.41,,5/31/2017,51.14
06/01/2017,83.06,,06/01/2017,215.01,,06/01/2017,42.61,,06/01/2017,61.08,,06/01/2017,22.63,,06/01/2017,52.08
06/02/2017,82.64,,06/02/2017,213.31,,06/02/2017,42.52,,06/02/2017,61.11,,06/02/2017,22.45,,06/02/2017,51.81
06/05/2017,82.79,,06/05/2017,213.99,,06/05/2017,42.89,,06/05/2017,61.25,,06/05/2017,22.41,,06/05/2017,51.72
06/06/2017,82.96,,06/06/2017,214.53,,06/06/2017,42.94,,06/06/2017,61.01,,06/06/2017,22.23,,06/06/2017,51.81
06/07/2017,83.91,,06/07/2017,215.78,,06/07/2017,43.28,,06/07/2017,61.88,,06/07/2017,22.6,,06/07/2017,52.09
06/08/2017,84.95,,06/08/2017,218.76,,06/08/2017,44.1,,06/08/2017,63.21,,06/08/2017,22.97,,06/08/2017,52.56
06/09/2017,86.96,,06/09/2017,222.44,,06/09/2017,44.91,,06/09/2017,64.45,,06/09/2017,23.67,,06/09/2017,53.8
06/12/2017,86.98,,06/12/2017,221.91,,06/12/2017,44.85,,06/12/2017,64.32,,06/12/2017,23.78,,06/12/2017,54.09
6/13/2017,87.27,,6/13/2017,224.2,,6/13/2017,45.15,,6/13/2017,64.69,,6/13/2017,23.77,,6/13/2017,54.45
6/14/2017,87.09,,6/14/2017,226.51,,6/14/2017,44.91,,6/14/2017,64.72,,6/14/2017,23.76,,6/14/2017,54.53
6/15/2017,86.57,,6/15/2017,223.23,,6/15/2017,44.69,,6/15/2017,64.1,,6/15/2017,23.54,,6/15/2017,53.9
6/16/2017,86.18,,6/16/2017,221.81,,6/16/2017,44.48,,6/16/2017,63.89,,6/16/2017,23.43,,6/16/2017,53.89
6/19/2017,88.07,,6/19/2017,226.13,,6/19/2017,45.72,,6/19/2017,64.48,,6/19/2017,23.91,,6/19/2017,54.24
6/20/2017,87.52,,6/20/2017,225.1,,6/20/2017,45.5,,6/20/2017,63.91,,6/20/2017,23.49,,6/20/2017,53.46
6/21/2017,87.12,,6/21/2017,222.49,,6/21/2017,44.91,,6/21/2017,63.83,,6/21/2017,23.13,,6/21/2017,52.98
6/22/2017,87.02,,6/22/2017,219.77,,6/22/2017,44.61,,6/22/2017,63.62,,6/22/2017,22.93,,6/22/2017,52.49
6/23/2017,86.86,,6/23/2017,217.19,,6/23/2017,43.69,,6/23/2017,63.41,,6/23/2017,22.82,,6/23/2017,52.45
6/26/2017,87.24,,6/26/2017,220.44,,6/26/2017,44,,6/26/2017,63.78,,6/26/2017,22.89,,6/26/2017,52.9
6/27/2017,88.05,,6/27/2017,220.28,,6/27/2017,44.22,,6/27/2017,64.23,,6/27/2017,23.27,,6/27/2017,53.16
6/28/2017,89.82,,6/28/2017,223.22,,6/28/2017,44.32,,6/28/2017,65.18,,6/28/2017,23.88,,6/28/2017,54.33
6/29/2017,91.15,,6/29/2017,224.41,,6/29/2017,44.75,,6/29/2017,66.98,,6/29/2017,24.32,,6/29/2017,55.78
6/30/2017,91.4,,6/30/2017,221.9,,6/30/2017,44.56,,6/30/2017,66.88,,6/30/2017,24.26,,6/30/2017,55.41
07/03/2017,92.75,,07/03/2017,227.28,,07/03/2017,45.61,,07/03/2017,68.26,,07/03/2017,24.68,,07/03/2017,55.78
07/05/2017,93.68,,07/05/2017,228.04,,07/05/2017,46.16,,07/05/2017,68.45,,07/05/2017,24.92,,07/05/2017,55.78
07/06/2017,93.38,,07/06/2017,226.69,,07/06/2017,46.13,,07/06/2017,67.63,,07/06/2017,24.71,,07/06/2017,55.56
07/07/2017,93.85,,07/07/2017,225.28,,07/07/2017,46.05,,07/07/2017,67.91,,07/07/2017,24.83,,07/07/2017,55.74
07/10/2017,93.19,,07/10/2017,225.84,,07/10/2017,45.99,,07/10/2017,67.65,,07/10/2017,24.89,,07/10/2017,55.59
07/11/2017,92.83,,07/11/2017,226.95,,07/11/2017,45.48,,07/11/2017,66.82,,07/11/2017,24.6,,07/11/2017,55.04
07/12/2017,92.51,,07/12/2017,227.39,,07/12/2017,44.96,,07/12/2017,66.92,,07/12/2017,24.35,,07/12/2017,55.17
7/13/2017,93.1,,7/13/2017,230.4,,7/13/2017,45.52,,7/13/2017,67.02,,7/13/2017,24.62,,7/13/2017,55.6
7/14/2017,92.25,,7/14/2017,228.6,,7/14/2017,45.2,,7/14/2017,66.72,,7/14/2017,24.21,,7/14/2017,54.99
7/17/2017,91.39,,7/17/2017,229.26,,7/17/2017,45.33,,7/17/2017,66.83,,7/17/2017,24.02,,7/17/2017,54.71
7/18/2017,91.07,,7/18/2017,223.31,,7/18/2017,45.14,,7/18/2017,66.89,,7/18/2017,23.9,,7/18/2017,54.8
7/19/2017,91.2,,7/19/2017,222.87,,7/19/2017,46.62,,7/19/2017,66.7,,7/19/2017,24.06,,7/19/2017,54.94
7/20/2017,91.2,,7/20/2017,222.3,,7/20/2017,46.51,,7/20/2017,66.36,,7/20/2017,23.94,,7/20/2017,54.88
7/21/2017,90.89,,7/21/2017,220.18,,7/21/2017,46.59,,7/21/2017,66,,7/21/2017,23.8,,7/21/2017,54.17
7/24/2017,91.28,,7/24/2017,218.18,,7/24/2017,46.71,,7/24/2017,66.1,,7/24/2017,23.91,,7/24/2017,54.27
